Mon Dec 23 11:35:26 +0000 2019,HELDINA,apriliamoneta,Bogor-Yogyakarta-Indonesia,0.0,0.0,1.0,0.0,b'RT detikcom Mantul Desain Nagara Rimba Nusantara memenangkan sayembara kota negara IKN Kaltim Pemilik desain meng\xe2\x80\xa6'
Mon Dec 23 11:35:00 +0000 2019,ayaheko,ekosunyo18,"Bandung, Jawa Barat",0.0,0.0,1.0,0.0,"b""RT SeptianiLisma_ Rimba Nusantara '' Pemenang Sayembara Desain Ibu Kota Negara Oleh Ghesti Saraswati Alumni Fisip UI -- -UTAS -- Ib\xe2\x80\xa6"""
Mon Dec 23 11:29:58 +0000 2019,SanS-Ae,ilham_santo,,0.0,0.0,1.0,0.0,b'Ya Allah lancarkan pembangunan ibukota Indonesia IbuKotaBaru https //t.co/3vZeIRhjjn'
Mon Dec 23 11:29:33 +0000 2019,📍,aseprendira,,0.0,0.0,1.0,0.0,b'RT detikcom Mantul Desain Nagara Rimba Nusantara memenangkan sayembara kota negara IKN Kaltim Pemilik desain meng\xe2\x80\xa6'
Mon Dec 23 11:27:26 +0000 2019,D.H.F.R.,DerLan_15,Rain City,0.0,0.0,1.0,0.0,"b""RT SeptianiLisma_ Rimba Nusantara '' Pemenang Sayembara Desain Ibu Kota Negara Oleh Ghesti Saraswati Alumni Fisip UI -- -UTAS -- Ib\xe2\x80\xa6"""
Mon Dec 23 11:20:53 +0000 2019,Dikdo Yuswantoro,DikdoYuswantoro,"Jakarta Barat, DKI Jakarta",0.0,0.0,1.0,0.0,b'RT detikcom Mantul Desain Nagara Rimba Nusantara memenangkan sayembara kota negara IKN Kaltim Pemilik desain meng\xe2\x80\xa6'
Mon Dec 23 11:19:55 +0000 2019,Frizky Rahmadhani,frizky_dhani,on earth,0.0,0.0,1.0,0.0,b'RT detikcom Mantul Desain Nagara Rimba Nusantara memenangkan sayembara kota negara IKN Kaltim Pemilik desain meng\xe2\x80\xa6'
Mon Dec 23 11:16:20 +0000 2019,.,95zddaegu,,0.0,0.0,1.0,0.0,b'RT detikcom Mantul Desain Nagara Rimba Nusantara memenangkan sayembara kota negara IKN Kaltim Pemilik desain meng\xe2\x80\xa6'
Mon Dec 23 11:13:33 +0000 2019,🅰️⏯,AdyRiawan,"ÜT: -7.665689,112.697584",0.0,0.0,1.0,0.0,b'RT detikfinance Mantul Desain Nagara Rimba Nusantara memenangkan sayembara kota negara IKN Kalimantan Timur Begini konsep\xe2\x80\xa6'
Mon Dec 23 11:09:34 +0000 2019,Mollusca                                       .,itokomar,Indonesia bagian barat,0.0,0.0,1.0,0.0,"b""RT SeptianiLisma_ Rimba Nusantara '' Pemenang Sayembara Desain Ibu Kota Negara Oleh Ghesti Saraswati Alumni Fisip UI -- -UTAS -- Ib\xe2\x80\xa6"""
Mon Dec 23 10:58:25 +0000 2019,Gelandangan Kampus,RifckyAL,Manchester-Cirebon,0.0,0.0,1.0,0.0,b'RT detikcom Mantul Desain Nagara Rimba Nusantara memenangkan sayembara kota negara IKN Kaltim Pemilik desain meng\xe2\x80\xa6'
Mon Dec 23 10:53:04 +0000 2019,Hanief Harahap,abehanief,Banda Aceh,0.0,0.0,1.0,0.0,b'RT detikcom Mantul Desain Nagara Rimba Nusantara memenangkan sayembara kota negara IKN Kaltim Pemilik desain meng\xe2\x80\xa6'
Mon Dec 23 10:49:53 +0000 2019,Militan Garis Lurus,MilitanGL,Jakarta Capital Region,0.0,0.0,1.0,0.0,"b""RT SeptianiLisma_ Rimba Nusantara '' Pemenang Sayembara Desain Ibu Kota Negara Oleh Ghesti Saraswati Alumni Fisip UI -- -UTAS -- Ib\xe2\x80\xa6"""
Mon Dec 23 10:46:37 +0000 2019,Simon,Lothar_Imanuel4,Pontianak,0.0,0.0,1.0,0.0,b'RT detikcom Mantul Desain Nagara Rimba Nusantara memenangkan sayembara kota negara IKN Kaltim Pemilik desain meng\xe2\x80\xa6'
Mon Dec 23 10:46:07 +0000 2019,Sirenia,Verinata8,Beacon Hill,0.0,0.0,1.0,0.0,b'RT SeptianiLisma_ Membuka sayembara desain IKN warga ikuti Itulah inti demokrasi masyarakat mengurusi terlibat\xe2\x80\xa6'
Mon Dec 23 10:45:42 +0000 2019,Sirenia,Verinata8,Beacon Hill,0.0,0.0,1.0,0.0,b'RT SeptianiLisma_ Ketika menilai pemindahan IKN melibatkan rakyat faktanya des\xe2\x80\xa6'
Mon Dec 23 10:44:54 +0000 2019,Sirenia,Verinata8,Beacon Hill,0.0,0.0,1.0,0.0,"b""RT SeptianiLisma_ Beberapa unsur ide desain peringkat 2 3 dikolaborasikan `` Rimba Nusantara '' pemeri\xe2\x80\xa6"""
Mon Dec 23 10:44:53 +0000 2019,Sirenia,Verinata8,Beacon Hill,0.0,0.0,1.0,0.0,"b'RT SeptianiLisma_ Selain hadiah Rp 2 miliar juara 1,2,3 diajak meninjau langsung lokasi IKN Kalimantan Timur \xe2\x80\xa6'"
Mon Dec 23 10:44:50 +0000 2019,Sirenia,Verinata8,Beacon Hill,0.4404,0.172,0.828,0.0,"b""RT SeptianiLisma_ Dari aspek `` Rimba Nusantara '' desain dinilai terbaik desain Hak cipta des\xe2\x80\xa6"""
Mon Dec 23 10:44:44 +0000 2019,Sirenia,Verinata8,Beacon Hill,0.0,0.0,1.0,0.0,b'RT SeptianiLisma_ Pemilihan pemenang didasarkan aspek 1. kota terbebas 2. kota memiliki iden\xe2\x80\xa6'
Mon Dec 23 10:44:42 +0000 2019,Sirenia,Verinata8,Beacon Hill,0.0,0.0,1.0,0.0,b'RT SeptianiLisma_ Salah dewan juri ridwankamil salah arsitek handal menjabat Gubernur Jawa Barat menyebut \xe2\x80\xa6'
Mon Dec 23 10:44:40 +0000 2019,Sirenia,Verinata8,Beacon Hill,0.0,0.0,1.0,0.0,"b""RT SeptianiLisma_ Hal dipilihnya desain `` Rimba Nusantara '' menandai pekerjaan bangsa memind\xe2\x80\xa6"""
Mon Dec 23 10:44:38 +0000 2019,Sirenia,Verinata8,Beacon Hill,0.0,0.0,1.0,0.0,"b""RT SeptianiLisma_ Menteri KemenPU Basuki Hadimulyono salah `` komandan '' proses pemindahan Ibu Kota kementeriannya yang\xe2\x80\xa6"""
Mon Dec 23 10:44:35 +0000 2019,Sirenia,Verinata8,Beacon Hill,0.0,0.0,1.0,0.0,b'RT SeptianiLisma_ masyarakat kesempatan usul berwujud IKN Sebanya\xe2\x80\xa6'
